chr5	90474700	90475268	1	1	1	1	0	54
chr5	90475337	90476459	1	1	1	1	0	29
chr6	122136818	122138316	1	1	1	1	0	37
chr6	122247017	122248064	1	1	1	1	0	9
chr6	122248107	122249821	1	1	0	1	0	42
chr6	122249876	122255671	1	1	0	1	0	54
chr6	125009902	125010380	1	1	1	1	0	7
chr6	125010441	125023678	1	1	1	1	0	60
chr6	125023750	125024032	1	1	1	1	0	65
chr11	83749334	83752493	1	1	1	1	0	66
chr11	94373005	94373626	2	2	1	1	0	28
chr11	94374035	94374721	2	2	1	1	0	13
chr16	37628604	37631675	1	1	1	1	0	40
chr17	24736763	24739498	1	1	1	1	0	50
chr17	46025544	46028350	2	2	1	1	0	33
chr17	46028400	46031290	2	2	1	1	0	49
chr19	8345437	8370080	2	2	1	1	0	29
chr19	8386260	8386391	2	2	0	1	0	22
chr19	8769184	8770259	1	1	1	1	0	14
chr19	8770321	8770573	1	1	1	1	0	61
chr19	43500558	43502907	2	2	1	2	0	21
chr19	43503051	43504521	2	2	1	1	0	44
