chr1	93800911	93801697	2	2	1	4	0	16
chr1	93801714	93801849	2	2	0	3	0	12
chr1	172067944	172068185	2	2	1	3	0	42
chr2	25498824	25498904	2	2	1	1	0	38
chr2	25499116	25499397	2	2	1	1	0	28
chr2	26912802	26912987	1	1	1	1	0	36
chr2	26913058	26913164	1	1	1	1	0	45
chr2	74570977	74573537	2	2	1	4	0	14
chr2	74573627	74578818	2	2	1	4	0	69
chr2	98666887	98667137	2	2	0	1	0	66
chr2	155278650	155292689	2	2	1	46	0	70
chr2	173158089	173158191	1	1	1	1	0	13
chr3	83007983	83008152	1	1	1	1	0	41
chr3	83013042	83014137	1	1	1	1	0	27
chr3	138289941	138290534	1	1	1	1	0	36
chr4	62083672	62084516	2	2	0	28	0	65
chr4	62084594	62084758	2	2	1	34	0	67
chr4	62084861	62085203	2	2	1	30	0	65
chr4	62085315	62085958	2	2	1	17	0	72
chr4	62086033	62086799	2	2	1	7	0	38
chr4	63143401	63143666	2	2	1	1	0	45
chr5	34350072	34350789	1	1	1	1	0	17
chr5	34350839	34351230	1	1	1	12	0	49
chr5	65388680	65389070	2	2	1	1	1	69
chr5	65389152	65389477	2	2	1	1	1	27
chr5	90464986	90465873	1	1	1	1	0	44
chr5	90465972	90467343	1	1	1	1	0	75
chr5	90472144	90472460	1	1	1	1	0	26
chr5	90472685	90474566	1	1	1	1	0	35
chr5	90474700	90475268	1	1	1	27	0	68
chr5	90475337	90476459	1	1	1	38	0	68
chr5	121578423	121579603	2	2	1	1	0	45
chr5	121579745	121580613	2	2	1	1	0	50
chr6	71199994	71201607	1	1	1	40	0	13
chr6	71201781	71203086	1	1	1	32	0	40
chr6	71203180	71204903	1	1	1	58	0	73
chr6	83645371	83645895	2	2	1	1	0	21
chr6	125162102	125162211	2	2	1	25	0	66
chr7	19689637	19691887	2	2	1	1	0	14
chr7	19692036	19692410	2	2	1	1	0	52
chr7	19692487	19692608	2	2	1	1	0	23
chr7	35642186	35642614	2	2	1	1	0	71
chr7	35642687	35643623	2	2	1	1	0	8
chr7	81342850	81343734	2	2	1	37	1	71
chr7	81343801	81344310	2	2	1	25	1	67
chr8	22427892	22429180	1	1	1	1	0	44
chr8	81021903	81061280	1	1	0	0	1	70
chr8	81021903	81061282	1	1	0	0	1	68
chr8	81021903	81061284	1	1	0	0	1	66
chr8	85091946	85092064	1	1	1	1	0	32
chr8	85092182	85092831	1	1	1	1	0	54
chr8	122427304	122427654	2	2	1	14	1	37
chr8	122427725	122432809	2	2	1	22	1	70
chr9	46233344	46234416	2	2	1	33	0	72
chr9	46234541	46234658	2	2	1	32	0	68
chr9	46234727	46235258	2	2	1	13	0	41
chr9	90097890	90100442	2	2	1	1	0	26
chr9	90100524	90102299	2	2	1	1	0	43
chr9	90102387	90107234	2	2	1	1	0	65
chr9	90107303	90110125	2	2	1	1	0	18
chr9	103209079	103210494	2	2	1	2	0	75
chr9	108572298	108572392	1	1	1	1	0	7
chr9	108572462	108572550	1	1	1	1	0	66
chr9	108949015	108949434	1	1	1	1	0	50
chr10	7982930	7983338	1	1	0	2	0	48
chr10	7983407	7986420	1	1	0	1	0	63
chr11	29157081	29159324	1	1	1	1	0	30
chr11	29159404	29160157	1	1	1	1	0	42
chr11	53261816	53262263	2	2	1	1	0	26
chr11	83747124	83749232	1	1	1	53	0	69
chr11	83749334	83752493	1	1	1	50	0	75
chr11	101407025	101408130	2	2	1	1	0	9
chr11	101410206	101410353	2	2	1	1	0	60
chr11	110074203	110075538	2	2	1	1	0	35
chr12	14790979	14791186	2	2	0	0	1	31
chr12	111963354	111966923	2	2	1	1	0	20
chr13	34902132	34902629	1	1	1	1	0	40
chr13	34902676	34903186	1	1	1	1	0	46
chr13	34903274	34904043	1	1	1	1	0	7
chr13	34904090	34905882	1	1	1	1	0	46
chr13	90923747	90924325	1	1	1	9	0	27
chr13	90924447	90924536	1	1	1	10	0	67
chr13	104817367	104827054	1	1	1	5	0	40
chr13	104827103	104832853	1	1	1	6	0	48
chr14	31067965	31074770	1	1	1	1	0	19
chr14	65981030	65981307	1	1	1	7	6	41
chr14	79343320	79344894	2	2	1	21	0	75
chr14	79345109	79351372	2	2	1	15	0	41
chr14	118976859	118978026	1	1	1	1	0	57
chr15	76334461	76334581	1	1	1	1	0	5
chr15	77393534	77396229	2	2	1	1	0	56
chr15	77396318	77398314	2	2	1	1	0	7
chr15	82403097	82403196	2	2	1	1	0	54
chr16	22895358	22896507	1	1	1	1	0	28
chr16	22898212	22898796	1	1	1	1	0	59
chr16	37647720	37649013	2	2	1	31	3	70
chr16	37649161	37654179	2	2	1	27	9	70
chr17	24721303	24721622	1	1	1	0	1	30
chr17	24721715	24721802	1	1	1	0	1	51
chr17	57204155	57204250	2	2	1	47	0	68
chr17	57204387	57204466	2	2	1	52	0	68
chr17	57204551	57205296	2	2	1	64	0	69
chr17	57205381	57205655	2	2	1	102	0	72
chr17	57205746	57206189	2	2	1	76	0	61
chr18	20665508	20666455	1	1	1	43	0	72
chr18	20666587	20669978	1	1	1	80	0	74
chr18	20670115	20673630	1	1	1	61	0	68
chr18	24696013	24699852	1	1	1	1	0	56
chr18	24699958	24701385	1	1	1	1	0	45
chr19	4035587	4040465	1	1	0	0	4	44
chr19	8875353	8875521	1	1	1	1	0	23
chr19	39329246	39330251	1	1	1	1	0	20
chr19	47083570	47085954	2	2	1	23	0	75
chr19	47086048	47086133	2	2	1	27	0	71
chr19	47086230	47090572	2	2	1	2	0	28
chrX	73215356	73215485	1	1	1	2	0	15
chrX	73241939	73242067	2	2	0	3	0	72
chrX	74223978	74224751	2	2	1	1	0	32
